,id,standard_drug_name,gene,dataset,cancer_type,pvalue,effect_size,provided_pvalue,provided_effect_size,n_mut,n_wt,provided_n_mut,provided_n_wt
11268,43549138,3-Cl-AHPC,LIMK1,All,pancan,0.679593,-0.413018,,,46,662,,
11269,43549139,3-Cl-AHPC,FBXW5,All,pancan,0.863044,0.172501,,,35,673,,
11270,43549140,3-Cl-AHPC,TLL2,All,pancan,0.21782,-1.23235,,,48,660,,
11271,43549141,3-Cl-AHPC,TNFRSF1B,All,pancan,0.43208,0.785637,,,18,690,,
11272,43549142,3-Cl-AHPC,HDHD3,All,pancan,0.0908055,1.69116,,,26,682,,
11273,43549143,3-Cl-AHPC,PMVK,All,pancan,0.565477,-0.574725,,,23,685,,
11274,43549144,3-Cl-AHPC,TARDBP,All,pancan,0.484576,0.698962,,,12,696,,
11275,43549145,3-Cl-AHPC,OR10R2,All,pancan,0.904505,0.119973,,,41,667,,
11276,43549146,3-Cl-AHPC,PPFIA2,All,pancan,0.493383,-0.684938,,,69,639,,
11277,43549147,3-Cl-AHPC,DVL3,All,pancan,0.985395,-0.0183053,,,40,668,,
11278,43549148,3-Cl-AHPC,RSPO4,All,pancan,0.348292,-0.937907,,,26,682,,
11279,43549149,3-Cl-AHPC,KLHL22,All,pancan,0.414065,0.816761,,,26,682,,
11280,43549150,3-Cl-AHPC,SLC25A20,All,pancan,0.534074,-0.621799,,,11,697,,
11281,43549151,3-Cl-AHPC,ACAT2,All,pancan,0.980891,-0.023952,,,13,695,,
11282,43549152,3-Cl-AHPC,DNAJC6,All,pancan,0.833186,0.210617,,,39,669,,
11283,43549153,3-Cl-AHPC,CFI,All,pancan,0.201462,1.2774,,,70,638,,
11284,43549154,3-Cl-AHPC,WWC2,All,pancan,0.653703,-0.448624,,,53,655,,
11285,43549155,3-Cl-AHPC,PRAMEF20,All,pancan,0.142455,1.46671,,,22,686,,
11286,43549156,3-Cl-AHPC,DDX39B,All,pancan,0.551605,-0.595356,,,18,690,,
11287,43549157,3-Cl-AHPC,TSC22D4,All,pancan,0.320866,0.99268,,,39,669,,
11288,43549158,3-Cl-AHPC,P2RX6,All,pancan,0.969271,-0.038523,,,18,690,,
11289,43549159,3-Cl-AHPC,ZNF415,All,pancan,0.00363843,-2.90792,,,51,657,,
11290,43549160,3-Cl-AHPC,DDI1,All,pancan,0.0140188,-2.45678,,,53,655,,
11291,43549161,3-Cl-AHPC,MTERF1,All,pancan,0.864245,-0.170973,,,26,682,,
11292,43549162,3-Cl-AHPC,ATP6V0A1,All,pancan,0.353557,-0.927712,,,30,678,,
11293,43549163,3-Cl-AHPC,GOLGA8M,All,pancan,0.474793,-0.714703,,,40,668,,
11294,43549164,3-Cl-AHPC,MARCHF6,All,pancan,0.389063,0.861318,,,19,689,,
11295,43549165,3-Cl-AHPC,TRPM5,All,pancan,0.171339,-1.36791,,,59,649,,
11296,43549166,3-Cl-AHPC,TMTC4,All,pancan,0.534739,0.620789,,,40,668,,
11297,43549167,3-Cl-AHPC,DNAJB13,All,pancan,0.517523,-0.647169,,,21,687,,
11298,43549168,3-Cl-AHPC,OR2V2,All,pancan,0.152042,-1.43236,,,18,690,,
11299,43549169,3-Cl-AHPC,MAML3,All,pancan,0.864229,-0.170993,,,54,654,,
11300,43549170,3-Cl-AHPC,FAM131B,All,pancan,0.274272,1.09328,,,19,689,,
11301,43549171,3-Cl-AHPC,KLHL29,All,pancan,0.155955,-1.41881,,,32,676,,
11302,43549172,3-Cl-AHPC,KRT12,All,pancan,0.778742,-0.280959,,,30,678,,
11303,43549173,3-Cl-AHPC,TPTE,All,pancan,0.244821,1.16302,,,72,636,,
11304,43549174,3-Cl-AHPC,MFSD6L,All,pancan,0.0664603,-1.83531,,,40,668,,
11305,43549175,3-Cl-AHPC,CELA2A,All,pancan,0.781625,-0.277202,,,24,684,,
11306,43549176,3-Cl-AHPC,WIPI2,All,pancan,0.97099,0.0363664,,,15,693,,
11307,43549177,3-Cl-AHPC,BRS3,All,pancan,0.705333,-0.378131,,,11,697,,
11308,43549178,3-Cl-AHPC,TMEM26,All,pancan,0.164559,-1.3899,,,13,695,,
11309,43549179,3-Cl-AHPC,SYDE1,All,pancan,0.969468,-0.0382756,,,14,694,,
11310,43549180,3-Cl-AHPC,GALM,All,pancan,0.0353477,-2.10435,,,13,695,,
11311,43549181,3-Cl-AHPC,OR5F1,All,pancan,0.641246,0.465958,,,22,686,,
11312,43549182,3-Cl-AHPC,TMEM86B,All,pancan,0.104622,-1.62285,,,12,696,,
11313,43549183,3-Cl-AHPC,POGK,All,pancan,0.892685,0.134908,,,39,669,,
11314,43549184,3-Cl-AHPC,RNF25,All,pancan,0.268762,-1.10592,,,44,664,,
11315,43549185,3-Cl-AHPC,COG4,All,pancan,0.867319,-0.167065,,,26,682,,
11316,43549186,3-Cl-AHPC,SYNE3,All,pancan,0.608654,-0.511996,,,68,640,,
11317,43549187,3-Cl-AHPC,MATN1,All,pancan,0.892909,-0.134624,,,14,694,,
11318,43549188,3-Cl-AHPC,AJUBA,All,pancan,0.226819,-1.20859,,,12,696,,
11319,43549189,3-Cl-AHPC,POP4,All,pancan,0.695747,0.391067,,,18,690,,
11320,43549190,3-Cl-AHPC,NLGN4X,All,pancan,0.053027,1.9347,,,33,675,,
11321,43549191,3-Cl-AHPC,CSPP1,All,pancan,0.300789,-1.03474,,,72,636,,
11322,43549192,3-Cl-AHPC,MAS1,All,pancan,0.356994,-0.921108,,,16,692,,
11323,43549193,3-Cl-AHPC,CHRM4,All,pancan,0.757955,-0.308168,,,22,686,,
11324,43549194,3-Cl-AHPC,HDGF,All,pancan,0.670369,0.425641,,,12,696,,
11325,43549195,3-Cl-AHPC,GJB2,All,pancan,0.0352775,2.10516,,,165,543,,
11326,43549196,3-Cl-AHPC,MTPAP,All,pancan,0.0850512,-1.7221,,,23,685,,
11327,43549197,3-Cl-AHPC,ZBTB37,All,pancan,0.348033,0.938412,,,14,694,,
11328,43549198,3-Cl-AHPC,SUSD6,All,pancan,0.186543,-1.32087,,,21,687,,
11329,43549199,3-Cl-AHPC,SPATA6,All,pancan,0.779412,-0.280085,,,15,693,,
11330,43549200,3-Cl-AHPC,PRKCE,All,pancan,0.000933174,-3.30994,,,17,691,,
11331,43549201,3-Cl-AHPC,ATG16L2,All,pancan,0.937285,0.0786825,,,74,634,,
11332,43549202,3-Cl-AHPC,KYAT3,All,pancan,0.931033,-0.0865456,,,23,685,,
11333,43549203,3-Cl-AHPC,NBPF20,All,pancan,0.193216,1.30112,,,12,696,,
11334,43549204,3-Cl-AHPC,PHRF1,All,pancan,0.417564,-0.810655,,,77,631,,
11335,43549205,3-Cl-AHPC,GCLC,All,pancan,0.379776,-0.87831,,,39,669,,
11336,43549206,3-Cl-AHPC,CD2BP2,All,pancan,0.00774972,-2.66278,,,10,698,,
11337,43549207,3-Cl-AHPC,CEP164,All,pancan,0.0143415,-2.44859,,,54,654,,
11338,43549208,3-Cl-AHPC,AKTIP,All,pancan,0.156003,-1.41864,,,13,695,,
11339,43549209,3-Cl-AHPC,CTU1,All,pancan,0.442062,-0.768716,,,12,696,,
11340,43549210,3-Cl-AHPC,MYBL2,All,pancan,0.10339,-1.62864,,,26,682,,
11341,43549211,3-Cl-AHPC,CBL,All,pancan,0.58063,0.552465,,,45,663,,
11342,43549212,3-Cl-AHPC,CSDE1,All,pancan,0.445885,0.762293,,,34,674,,
11343,43549213,3-Cl-AHPC,IL18R1,All,pancan,0.790008,-0.2663,,,41,667,,
11344,43549214,3-Cl-AHPC,TSNARE1,All,pancan,0.046029,1.99513,,,76,632,,
11345,43549215,3-Cl-AHPC,SNTA1,All,pancan,0.994691,-0.00665441,,,20,688,,
11346,43549216,3-Cl-AHPC,NLRX1,All,pancan,0.790665,-0.265447,,,66,642,,
11347,43549217,3-Cl-AHPC,KCNH7,All,pancan,0.98479,-0.0190637,,,56,652,,
11348,43549218,3-Cl-AHPC,SERPINB6,All,pancan,0.55362,-0.592345,,,23,685,,
11349,43549219,3-Cl-AHPC,PGC,All,pancan,0.455197,0.746779,,,23,685,,
11350,43549220,3-Cl-AHPC,MS4A4A,All,pancan,0.787971,0.268947,,,13,695,,
11351,43549221,3-Cl-AHPC,SFPQ,All,pancan,0.15331,-1.42794,,,10,698,,
11352,43549222,3-Cl-AHPC,ATP1A2,All,pancan,0.848755,-0.190707,,,36,672,,
11353,43549223,3-Cl-AHPC,AATK,All,pancan,0.503321,-0.669273,,,56,652,,
11354,43549224,3-Cl-AHPC,ZNF749,All,pancan,0.801474,0.251439,,,48,660,,
11355,43549225,3-Cl-AHPC,SCARA3,All,pancan,0.765982,-0.297635,,,61,647,,
11356,43549226,3-Cl-AHPC,SLC25A48,All,pancan,0.739271,-0.332819,,,28,680,,
11357,43549227,3-Cl-AHPC,FANCG,All,pancan,0.0587575,-1.89,,,63,645,,
11358,43549228,3-Cl-AHPC,GNRH2,All,pancan,0.497279,-0.678777,,,16,692,,
11359,43549229,3-Cl-AHPC,BEND5,All,pancan,0.0979776,-1.65474,,,30,678,,
11360,43549230,3-Cl-AHPC,KIAA1586,All,pancan,0.692113,-0.395989,,,28,680,,
11361,43549231,3-Cl-AHPC,KRT10,All,pancan,0.330264,-0.973583,,,18,690,,
11362,43549232,3-Cl-AHPC,ASB8,All,pancan,0.209572,-1.25474,,,11,697,,
11363,43549233,3-Cl-AHPC,ASIC4,All,pancan,0.842766,-0.198356,,,42,666,,
11364,43549234,3-Cl-AHPC,ARRDC5,All,pancan,0.335655,-0.962785,,,27,681,,
11365,43549235,3-Cl-AHPC,NCOA4,All,pancan,0.531655,-0.625482,,,24,684,,
11366,43549236,3-Cl-AHPC,PRPH,All,pancan,0.887561,0.141392,,,30,678,,
11367,43549237,3-Cl-AHPC,MMP7,All,pancan,0.226504,1.20941,,,54,654,,
11368,43549238,3-Cl-AHPC,SLC24A2,All,pancan,0.516822,-0.648252,,,21,687,,
11369,43549239,3-Cl-AHPC,STYXL1,All,pancan,0.129159,1.51743,,,71,637,,
11370,43549240,3-Cl-AHPC,PID1,All,pancan,0.437573,0.776298,,,18,690,,
11371,43549241,3-Cl-AHPC,TCTN1,All,pancan,0.100115,-1.6443,,,28,680,,
11372,43549242,3-Cl-AHPC,RLF,All,pancan,0.333567,0.966955,,,65,643,,
11373,43549243,3-Cl-AHPC,CLIP4,All,pancan,0.0539014,1.92763,,,31,677,,
11374,43549244,3-Cl-AHPC,TMEM186,All,pancan,0.757942,-0.308184,,,18,690,,
11375,43549245,3-Cl-AHPC,UGT2B4,All,pancan,0.966324,0.0422187,,,55,653,,
11376,43549246,3-Cl-AHPC,SIAH3,All,pancan,0.87193,-0.161207,,,11,697,,
11377,43549247,3-Cl-AHPC,ABCB8,All,pancan,0.0854373,-1.71997,,,39,669,,
11378,43549248,3-Cl-AHPC,ZP3,All,pancan,0.187846,-1.31698,,,26,682,,
11379,43549249,3-Cl-AHPC,ARMC8,All,pancan,0.388915,-0.861587,,,13,695,,
11380,43549250,3-Cl-AHPC,SYCP3,All,pancan,0.224235,-1.21534,,,17,691,,
11381,43549251,3-Cl-AHPC,KCND3,All,pancan,0.538083,-0.615715,,,19,689,,
11382,43549252,3-Cl-AHPC,SLC3A2,All,pancan,0.0130583,-2.48218,,,42,666,,
11383,43549253,3-Cl-AHPC,ESRRA,All,pancan,0.714697,-0.365555,,,21,687,,
11384,43549254,3-Cl-AHPC,BTK,All,pancan,0.254503,-1.13948,,,22,686,,
11385,43549255,3-Cl-AHPC,PRH2,All,pancan,0.110522,-1.59585,,,17,691,,
11386,43549256,3-Cl-AHPC,WDR46,All,pancan,0.549982,-0.597788,,,20,688,,
11387,43549257,3-Cl-AHPC,MATN2,All,pancan,0.0146559,-2.44077,,,65,643,,
11388,43549258,3-Cl-AHPC,PDE3B,All,pancan,0.564427,-0.576278,,,39,669,,
11389,43549259,3-Cl-AHPC,KRT16,All,pancan,0.801052,-0.251986,,,46,662,,
11390,43549260,3-Cl-AHPC,MAP3K3,All,pancan,0.839867,-0.202063,,,24,684,,
11391,43549261,3-Cl-AHPC,CCDC14,All,pancan,0.862764,0.172857,,,45,663,,
11392,43549262,3-Cl-AHPC,CSRNP2,All,pancan,0.540201,0.612508,,,21,687,,
11393,43549263,3-Cl-AHPC,ABCB10,All,pancan,0.349791,-0.934996,,,29,679,,
11394,43549264,3-Cl-AHPC,PRKD3,All,pancan,0.322792,0.988737,,,37,671,,
11395,43549265,3-Cl-AHPC,SLC2A1,All,pancan,0.155706,-1.41966,,,11,697,,
11396,43549266,3-Cl-AHPC,SHROOM2,All,pancan,0.0310139,-2.15689,,,90,618,,
11397,43549267,3-Cl-AHPC,ENDOD1,All,pancan,0.942527,-0.0720948,,,15,693,,
11398,43549268,3-Cl-AHPC,CARMIL1,All,pancan,0.754349,0.312911,,,54,654,,
11399,43549269,3-Cl-AHPC,KRT84,All,pancan,0.970691,0.0367422,,,37,671,,
11400,43549270,3-Cl-AHPC,ZNF768,All,pancan,0.649725,-0.454144,,,38,670,,
11401,43549271,3-Cl-AHPC,FBXO4,All,pancan,0.870387,-0.163167,,,19,689,,
11402,43549272,3-Cl-AHPC,ATN1,All,pancan,0.515656,0.650057,,,67,641,,
11403,43549273,3-Cl-AHPC,SGCG,All,pancan,0.555627,-0.589349,,,12,696,,
11404,43549274,3-Cl-AHPC,TUBAL3,All,pancan,0.0454009,-2.00092,,,35,673,,
11405,43549275,3-Cl-AHPC,DNAJB6,All,pancan,0.212286,-1.2473,,,10,698,,
11406,43549276,3-Cl-AHPC,FAM71A,All,pancan,0.707875,-0.374712,,,45,663,,
11407,43549277,3-Cl-AHPC,TNFRSF11A,All,pancan,0.536934,-0.617456,,,26,682,,
11408,43549278,3-Cl-AHPC,SLC44A2,All,pancan,0.0649228,-1.84579,,,33,675,,
11409,43549279,3-Cl-AHPC,MAB21L3,All,pancan,0.563902,0.577055,,,19,689,,
11410,43549280,3-Cl-AHPC,STRN4,All,pancan,0.521881,-0.640449,,,16,692,,
11411,43549281,3-Cl-AHPC,SNTB2,All,pancan,0.952017,0.0601741,,,11,697,,
11412,43549282,3-Cl-AHPC,CHAT,All,pancan,0.959437,-0.0508605,,,59,649,,
11413,43549283,3-Cl-AHPC,POTEH,All,pancan,0.961542,0.0482191,,,16,692,,
11414,43549284,3-Cl-AHPC,ZNF625,All,pancan,0.807247,-0.243979,,,18,690,,
11415,43549285,3-Cl-AHPC,SSU72P2,All,pancan,0.632135,-0.478723,,,26,682,,
11416,43549286,3-Cl-AHPC,TBCCD1,All,pancan,0.0936046,-1.67668,,,33,675,,
11417,43549287,3-Cl-AHPC,LCP1,All,pancan,0.850937,-0.187923,,,21,687,,
11418,43549288,3-Cl-AHPC,ABCF1,All,pancan,0.809447,0.241139,,,42,666,,
11419,43549289,3-Cl-AHPC,APOL4,All,pancan,0.348875,0.936773,,,63,645,,
11420,43549290,3-Cl-AHPC,NECAB3,All,pancan,0.337962,-0.9582,,,16,692,,
11421,43549291,3-Cl-AHPC,APBA1,All,pancan,0.58752,0.542434,,,41,667,,
11422,43549292,3-Cl-AHPC,RCBTB1,All,pancan,0.581156,-0.551696,,,14,694,,
11423,43549293,3-Cl-AHPC,CRLF3,All,pancan,0.728332,0.347346,,,12,696,,
11424,43549294,3-Cl-AHPC,TMEM178A,All,pancan,0.918729,-0.102034,,,20,688,,
11425,43549295,3-Cl-AHPC,HEXB,All,pancan,0.220386,-1.2255,,,10,698,,
11426,43549296,3-Cl-AHPC,ADAM8,All,pancan,0.69275,-0.395126,,,46,662,,
11427,43549297,3-Cl-AHPC,C2orf69,All,pancan,0.60397,-0.518699,,,15,693,,
11428,43549298,3-Cl-AHPC,ZNF429,All,pancan,0.116811,-1.5683,,,41,667,,
11429,43549299,3-Cl-AHPC,FAS,All,pancan,0.835554,-0.207584,,,25,683,,
11430,43549300,3-Cl-AHPC,LCN9,All,pancan,0.284391,-1.07051,,,12,696,,
11431,43549301,3-Cl-AHPC,ZNF365,All,pancan,0.249496,-1.15157,,,55,653,,
11432,43549302,3-Cl-AHPC,PRAME,All,pancan,0.484559,-0.698989,,,41,667,,
11433,43549303,3-Cl-AHPC,NAA60,All,pancan,0.848024,-0.19164,,,16,692,,
11434,43549304,3-Cl-AHPC,PARP16,All,pancan,0.799595,-0.253872,,,17,691,,
11435,43549305,3-Cl-AHPC,PRPF40A,All,pancan,0.934607,0.0820497,,,29,679,,
11436,43549306,3-Cl-AHPC,ZNF157,All,pancan,0.00152544,-3.1698,,,28,680,,
11437,43549307,3-Cl-AHPC,SPINK1,All,pancan,0.74892,0.320064,,,21,687,,
11438,43549308,3-Cl-AHPC,MTFR1L,All,pancan,0.954532,0.0570161,,,17,691,,
11439,43549309,3-Cl-AHPC,COIL,All,pancan,0.156369,-1.41739,,,20,688,,
11440,43549310,3-Cl-AHPC,GMCL2,All,pancan,0.66907,0.427425,,,27,681,,
11441,43549311,3-Cl-AHPC,CORO1B,All,pancan,0.718012,-0.361117,,,22,686,,
11442,43549312,3-Cl-AHPC,EVL,All,pancan,0.166987,-1.38195,,,24,684,,
11443,43549313,3-Cl-AHPC,SOX6,All,pancan,0.561191,0.581074,,,30,678,,
11444,43549314,3-Cl-AHPC,KIR3DL3,All,pancan,0.36909,0.898179,,,45,663,,
11445,43549315,3-Cl-AHPC,DNTTIP2,All,pancan,0.475737,-0.713176,,,44,664,,
11446,43549316,3-Cl-AHPC,ZFP92,All,pancan,0.18979,-1.3112,,,11,697,,
11447,43549317,3-Cl-AHPC,PRG4,All,pancan,0.200277,1.28076,,,63,645,,
11448,43549318,3-Cl-AHPC,EPS15L1,All,pancan,0.744007,0.326552,,,37,671,,
11449,43549319,3-Cl-AHPC,SH3PXD2B,All,pancan,0.85913,0.177482,,,40,668,,
11450,43549320,3-Cl-AHPC,BLVRB,All,pancan,0.0622197,-1.86473,,,17,691,,
11451,43549321,3-Cl-AHPC,RAB38,All,pancan,0.19547,-1.29457,,,17,691,,
11452,43549322,3-Cl-AHPC,ZFP90,All,pancan,0.156676,1.41634,,,23,685,,
11453,43549323,3-Cl-AHPC,SLC26A7,All,pancan,0.281307,1.07739,,,48,660,,
11454,43549324,3-Cl-AHPC,GADD45GIP1,All,pancan,0.457139,-0.743567,,,21,687,,
11455,43549325,3-Cl-AHPC,FGF23,All,pancan,0.286316,-1.06624,,,12,696,,
11456,43549326,3-Cl-AHPC,DPP9,All,pancan,0.084369,-1.72588,,,46,662,,
11457,43549327,3-Cl-AHPC,DAB2,All,pancan,0.927039,0.0915709,,,52,656,,
11458,43549328,3-Cl-AHPC,DIPK1C,All,pancan,0.496509,-0.679993,,,38,670,,
11459,43549329,3-Cl-AHPC,MAP7D1,All,pancan,0.40978,-0.82428,,,53,655,,
11460,43549330,3-Cl-AHPC,OR6K6,All,pancan,0.965166,0.0436723,,,52,656,,
11461,43549331,3-Cl-AHPC,ADARB1,All,pancan,0.607325,-0.513895,,,26,682,,
11462,43549332,3-Cl-AHPC,RUNX2,All,pancan,0.840761,0.20092,,,21,687,,
11463,43549333,3-Cl-AHPC,SLC39A10,All,pancan,0.918316,0.102555,,,24,684,,
11464,43549334,3-Cl-AHPC,KRTAP5-9,All,pancan,0.13066,-1.5115,,,21,687,,
11465,43549335,3-Cl-AHPC,AFF3,All,pancan,0.661157,-0.438317,,,70,638,,
11466,43549336,3-Cl-AHPC,NBR1,All,pancan,0.462022,-0.735521,,,47,661,,
11467,43549337,3-Cl-AHPC,ARHGAP29,All,pancan,0.119964,-1.55493,,,41,667,,
11468,43549338,3-Cl-AHPC,EFTUD2,All,pancan,0.609376,-0.510964,,,26,682,,
11469,43549339,3-Cl-AHPC,CHAD,All,pancan,0.88185,0.148624,,,31,677,,
11470,43549340,3-Cl-AHPC,PIK3C2A,All,pancan,0.306428,1.02275,,,64,644,,
11471,43549341,3-Cl-AHPC,NAXD,All,pancan,0.924155,0.0952018,,,16,692,,
11472,43549342,3-Cl-AHPC,NSUN7,All,pancan,0.60596,-0.515849,,,26,682,,
11473,43549343,3-Cl-AHPC,ZXDA,All,pancan,0.317186,-1.00026,,,33,675,,
11474,43549344,3-Cl-AHPC,EFNA4,All,pancan,0.932377,0.0848549,,,15,693,,
11475,43549345,3-Cl-AHPC,TBX21,All,pancan,0.332479,0.969132,,,15,693,,
11476,43549346,3-Cl-AHPC,OR2AG1,All,pancan,0.475547,-0.713483,,,49,659,,
11477,43549347,3-Cl-AHPC,ANPEP,All,pancan,0.00831999,-2.6388,,,45,663,,
11478,43549348,3-Cl-AHPC,ZNF780B,All,pancan,0.681793,-0.410017,,,47,661,,
11479,43549349,3-Cl-AHPC,NUDT7,All,pancan,0.899586,-0.126184,,,21,687,,
11480,43549350,3-Cl-AHPC,AGAP4,All,pancan,0.315571,-1.0036,,,12,696,,
11481,43549351,3-Cl-AHPC,FXYD5,All,pancan,0.371165,-0.894293,,,19,689,,
11482,43549352,3-Cl-AHPC,USP16,All,pancan,0.731446,0.343203,,,32,676,,
11483,43549353,3-Cl-AHPC,ZSCAN16,All,pancan,0.810847,-0.239333,,,22,686,,
11484,43549354,3-Cl-AHPC,MAP3K4,All,pancan,0.309186,-1.01693,,,82,626,,
11485,43549355,3-Cl-AHPC,SP4,All,pancan,0.688118,-0.40141,,,33,675,,
11486,43549356,3-Cl-AHPC,ADSL,All,pancan,0.0155726,-2.41878,,,18,690,,
11487,43549357,3-Cl-AHPC,MAP2K1,All,pancan,0.0863693,-1.71487,,,16,692,,
11488,43549358,3-Cl-AHPC,IRAK2,All,pancan,0.721397,0.356592,,,43,665,,
11489,43549359,3-Cl-AHPC,HEPACAM2,All,pancan,0.228265,1.20484,,,41,667,,
11490,43549360,3-Cl-AHPC,SEC14L6,All,pancan,0.130886,-1.51062,,,27,681,,
11491,43549361,3-Cl-AHPC,NR0B1,All,pancan,0.354481,0.925932,,,36,672,,
11492,43549362,3-Cl-AHPC,GNS,All,pancan,0.50527,0.666221,,,12,696,,
11493,43549363,3-Cl-AHPC,CDCA3,All,pancan,0.977888,-0.0277168,,,14,694,,
11494,43549364,3-Cl-AHPC,ABHD14B,All,pancan,0.772596,-0.28898,,,12,696,,
11495,43549365,3-Cl-AHPC,PDLIM1,All,pancan,0.0757958,1.77562,,,20,688,,
11496,43549366,3-Cl-AHPC,MPC2,All,pancan,0.859885,-0.17652,,,12,696,,
11497,43549367,3-Cl-AHPC,VWA8,All,pancan,0.150818,-1.43665,,,50,658,,
11498,43549368,3-Cl-AHPC,LENG8,All,pancan,0.906823,-0.117047,,,46,662,,
11499,43549369,3-Cl-AHPC,SUMF1,All,pancan,0.202334,-1.27493,,,13,695,,
11500,43549370,3-Cl-AHPC,DDX28,All,pancan,0.418002,-0.809892,,,28,680,,
11501,43549371,3-Cl-AHPC,ZNF124,All,pancan,0.909845,0.113234,,,18,690,,
11502,43549372,3-Cl-AHPC,IRF4,All,pancan,0.113759,-1.58152,,,25,683,,
11503,43549373,3-Cl-AHPC,HLA-F,All,pancan,0.921541,0.098493,,,24,684,,
11504,43549374,3-Cl-AHPC,ODAM,All,pancan,0.205934,-1.26482,,,16,692,,
11505,43549375,3-Cl-AHPC,MGP,All,pancan,0.772593,-0.288984,,,11,697,,
11506,43549376,3-Cl-AHPC,EMP2,All,pancan,0.137898,-1.48366,,,16,692,,
11507,43549377,3-Cl-AHPC,HOXB13,All,pancan,0.830611,0.213918,,,21,687,,
11508,43549378,3-Cl-AHPC,GALNT11,All,pancan,0.839661,-0.202328,,,63,645,,
11509,43549379,3-Cl-AHPC,MAPK14,All,pancan,0.0653113,-1.84312,,,17,691,,
11510,43549380,3-Cl-AHPC,CAMSAP1,All,pancan,0.505033,-0.666591,,,65,643,,
11511,43549381,3-Cl-AHPC,IKZF3,All,pancan,0.105788,-1.61742,,,23,685,,
11512,43549382,3-Cl-AHPC,NDNF,All,pancan,0.0491977,1.96687,,,29,679,,
11513,43549383,3-Cl-AHPC,GLIPR1L1,All,pancan,0.820145,-0.227359,,,20,688,,
11514,43549384,3-Cl-AHPC,GUCY1A2,All,pancan,0.296546,-1.04387,,,36,672,,
11515,43549385,3-Cl-AHPC,LRRK2,All,pancan,0.0249729,2.24182,,,147,561,,
11516,43549386,3-Cl-AHPC,DNASE1L3,All,pancan,0.355729,0.923535,,,35,673,,
11517,43549387,3-Cl-AHPC,ABRAXAS1,All,pancan,0.552801,0.593568,,,17,691,,
11518,43549388,3-Cl-AHPC,SYTL2,All,pancan,0.240331,1.17416,,,41,667,,
11519,43549389,3-Cl-AHPC,YRDC,All,pancan,0.351652,0.93139,,,13,695,,
11520,43549390,3-Cl-AHPC,DOP1B,All,pancan,0.85664,-0.180653,,,129,579,,
11521,43549391,3-Cl-AHPC,NEBL,All,pancan,0.764867,-0.299096,,,127,581,,
11522,43549392,3-Cl-AHPC,SEPTIN10,All,pancan,0.766359,-0.29714,,,29,679,,
11523,43549393,3-Cl-AHPC,C1QTNF8,All,pancan,0.25123,1.14737,,,16,692,,
11524,43549394,3-Cl-AHPC,NPRL2,All,pancan,0.251115,-1.14764,,,10,698,,
11525,43549395,3-Cl-AHPC,PCDHGA11,All,pancan,0.827669,-0.217692,,,46,662,,
11526,43549396,3-Cl-AHPC,TBC1D9B,All,pancan,0.785476,-0.27219,,,55,653,,
11527,43549397,3-Cl-AHPC,MYEOV,All,pancan,0.683114,-0.408218,,,34,674,,
11528,43549398,3-Cl-AHPC,BNIPL,All,pancan,0.248764,1.15336,,,18,690,,
11529,43549399,3-Cl-AHPC,TRIM47,All,pancan,0.9037,-0.120989,,,29,679,,
11530,43549400,3-Cl-AHPC,LILRA4,All,pancan,0.749216,-0.319673,,,44,664,,
11531,43549401,3-Cl-AHPC,TUT7,All,pancan,0.135646,-1.4922,,,73,635,,
11532,43549402,3-Cl-AHPC,SIRT1,All,pancan,0.319469,-0.995549,,,26,682,,
11533,43549403,3-Cl-AHPC,PALM3,All,pancan,0.340239,-0.953694,,,21,687,,
11534,43549404,3-Cl-AHPC,BHLHE40,All,pancan,0.0275488,-2.20365,,,12,696,,
11535,43549405,3-Cl-AHPC,ZNF805,All,pancan,0.0247607,-2.24512,,,26,682,,
11536,43549406,3-Cl-AHPC,WWP2,All,pancan,0.103837,-1.62653,,,44,664,,
11537,43549407,3-Cl-AHPC,ZNF774,All,pancan,0.232814,-1.19314,,,14,694,,
11538,43549408,3-Cl-AHPC,ABCD1,All,pancan,0.721915,-0.355901,,,17,691,,
11539,43549409,3-Cl-AHPC,SCN2A,All,pancan,0.388894,-0.861624,,,89,619,,
11540,43549410,3-Cl-AHPC,RDH5,All,pancan,0.245901,1.16036,,,19,689,,
11541,43549411,3-Cl-AHPC,ZFP64,All,pancan,0.134655,-1.496,,,43,665,,
11542,43549412,3-Cl-AHPC,TRIP4,All,pancan,0.251016,-1.14789,,,20,688,,
11543,43549413,3-Cl-AHPC,PRSS41,All,pancan,0.846346,0.193783,,,18,690,,
11544,43549414,3-Cl-AHPC,RSPO1,All,pancan,0.784728,-0.273163,,,18,690,,
11545,43549415,3-Cl-AHPC,NLRP11,All,pancan,0.757302,-0.309026,,,79,629,,
11546,43549416,3-Cl-AHPC,STIM2,All,pancan,0.631009,-0.480307,,,32,676,,
11547,43549417,3-Cl-AHPC,MTTP,All,pancan,0.257703,-1.13184,,,34,674,,
11548,43549418,3-Cl-AHPC,PHLDA1,All,pancan,0.401185,0.839507,,,16,692,,
11549,43549419,3-Cl-AHPC,HOXA10,All,pancan,0.349195,-0.936152,,,22,686,,
11550,43549420,3-Cl-AHPC,TMEM125,All,pancan,0.546571,-0.602906,,,13,695,,
11551,43549421,3-Cl-AHPC,CDKAL1,All,pancan,0.366064,0.90387,,,21,687,,
11552,43549422,3-Cl-AHPC,ATXN2,All,pancan,0.680636,0.411595,,,37,671,,
