,id,standard_drug_name,gene,dataset,cancer_type,pvalue,effect_size,provided_pvalue,provided_effect_size,n_mut,n_wt,provided_n_mut,provided_n_wt
1545,43539415,3-Cl-AHPC,ZPR1,All,pancan,0.520056,0.64326,,,20,688,,
1546,43539416,3-Cl-AHPC,NNT,All,pancan,0.0962807,-1.66316,,,25,683,,
1547,43539417,3-Cl-AHPC,USP36,All,pancan,0.318917,0.996686,,,113,595,,
1548,43539418,3-Cl-AHPC,TBATA,All,pancan,0.744095,-0.326435,,,31,677,,
1549,43539419,3-Cl-AHPC,GPR78,All,pancan,0.46689,-0.727549,,,20,688,,
1550,43539420,3-Cl-AHPC,TOP3B,All,pancan,0.286271,-1.06634,,,21,687,,
1551,43539421,3-Cl-AHPC,TTLL4,All,pancan,0.2703,-1.10237,,,52,656,,
1552,43539422,3-Cl-AHPC,SLC35D1,All,pancan,0.050015,-1.95984,,,26,682,,
1553,43539423,3-Cl-AHPC,SDC3,All,pancan,0.771257,0.290731,,,23,685,,
1554,43539424,3-Cl-AHPC,TFB2M,All,pancan,0.437225,0.776888,,,35,673,,
1555,43539425,3-Cl-AHPC,MEF2B,All,pancan,0.180366,-1.33963,,,22,686,,
1556,43539426,3-Cl-AHPC,TKTL2,All,pancan,0.917073,-0.104121,,,51,657,,
1557,43539427,3-Cl-AHPC,GPR32,All,pancan,0.212062,-1.24792,,,19,689,,
1558,43539428,3-Cl-AHPC,HSH2D,All,pancan,0.224638,1.21429,,,12,696,,
1559,43539429,3-Cl-AHPC,GNA11,All,pancan,0.875568,0.15659,,,12,696,,
1560,43539430,3-Cl-AHPC,STK38,All,pancan,0.123839,1.53886,,,12,696,,
1561,43539431,3-Cl-AHPC,BOD1L2,All,pancan,0.711903,0.369301,,,26,682,,
1562,43539432,3-Cl-AHPC,PIAS4,All,pancan,0.853221,0.185011,,,23,685,,
1563,43539433,3-Cl-AHPC,SSMEM1,All,pancan,0.38272,0.872896,,,11,697,,
1564,43539434,3-Cl-AHPC,JPH4,All,pancan,0.0855984,-1.71909,,,42,666,,
1565,43539435,3-Cl-AHPC,HNRNPLL,All,pancan,0.643557,-0.462731,,,17,691,,
1566,43539436,3-Cl-AHPC,C17orf97,All,pancan,0.163481,-1.39346,,,19,689,,
1567,43539437,3-Cl-AHPC,GDPD3,All,pancan,0.263119,1.11905,,,20,688,,
1568,43539438,3-Cl-AHPC,PDCD1,All,pancan,0.168636,-1.3766,,,14,694,,
1569,43539439,3-Cl-AHPC,MYH15,All,pancan,0.772223,0.289468,,,114,594,,
1570,43539440,3-Cl-AHPC,F8,All,pancan,0.374768,-0.887578,,,81,627,,
1571,43539441,3-Cl-AHPC,DLX3,All,pancan,0.713465,-0.367207,,,16,692,,
1572,43539442,3-Cl-AHPC,ZNF431,All,pancan,0.823787,-0.222677,,,10,698,,
1573,43539443,3-Cl-AHPC,TM2D1,All,pancan,0.155706,-1.41966,,,11,697,,
1574,43539444,3-Cl-AHPC,FAM133B,All,pancan,0.455302,-0.746605,,,11,697,,
1575,43539445,3-Cl-AHPC,RNF103,All,pancan,0.178482,-1.34544,,,33,675,,
1576,43539446,3-Cl-AHPC,BMP10,All,pancan,0.940925,-0.0741079,,,23,685,,
1577,43539447,3-Cl-AHPC,IMP4,All,pancan,0.344789,-0.944746,,,23,685,,
1578,43539448,3-Cl-AHPC,FMO5,All,pancan,0.609532,0.510742,,,24,684,,
1579,43539449,3-Cl-AHPC,SERPING1,All,pancan,0.619301,-0.496842,,,36,672,,
1580,43539450,3-Cl-AHPC,CD83,All,pancan,0.887911,-0.140948,,,16,692,,
1581,43539451,3-Cl-AHPC,OGFR,All,pancan,0.506834,0.663776,,,63,645,,
1582,43539452,3-Cl-AHPC,AHCYL1,All,pancan,0.607016,-0.514337,,,16,692,,
1583,43539453,3-Cl-AHPC,WNT10B,All,pancan,0.743443,-0.327297,,,15,693,,
1584,43539454,3-Cl-AHPC,VPS50,All,pancan,0.118583,-1.56075,,,33,675,,
1585,43539455,3-Cl-AHPC,ATAD3B,All,pancan,0.854802,0.182995,,,72,636,,
1586,43539456,3-Cl-AHPC,PDCL3,All,pancan,0.544635,0.605819,,,23,685,,
1587,43539457,3-Cl-AHPC,CHMP6,All,pancan,0.110052,1.59796,,,11,697,,
1588,43539458,3-Cl-AHPC,FCAMR,All,pancan,0.746246,0.323593,,,42,666,,
1589,43539459,3-Cl-AHPC,IBA57,All,pancan,0.0957462,-1.66584,,,15,693,,
1590,43539460,3-Cl-AHPC,CARD10,All,pancan,0.00109424,-3.2651,,,37,671,,
1591,43539461,3-Cl-AHPC,RNF133,All,pancan,0.827031,0.218511,,,38,670,,
1592,43539462,3-Cl-AHPC,RPAP1,All,pancan,0.922838,0.0968594,,,62,646,,
1593,43539463,3-Cl-AHPC,PEX10,All,pancan,0.272641,-1.097,,,13,695,,
1594,43539464,3-Cl-AHPC,MAGI3,All,pancan,0.0490417,-1.96823,,,38,670,,
1595,43539465,3-Cl-AHPC,ELP1,All,pancan,0.521409,0.641175,,,98,610,,
1596,43539466,3-Cl-AHPC,CTPS1,All,pancan,0.328695,-0.976746,,,16,692,,
1597,43539467,3-Cl-AHPC,MYO1A,All,pancan,0.141721,-1.46941,,,83,625,,
1598,43539468,3-Cl-AHPC,HPS1,All,pancan,0.201894,-1.27617,,,30,678,,
1599,43539469,3-Cl-AHPC,EFCAB8,All,pancan,0.13566,1.49215,,,43,665,,
1600,43539470,3-Cl-AHPC,GLP1R,All,pancan,0.498434,-0.676955,,,39,669,,
1601,43539471,3-Cl-AHPC,C1D,All,pancan,0.396935,-0.847108,,,10,698,,
1602,43539472,3-Cl-AHPC,LPP,All,pancan,0.989322,0.0133829,,,36,672,,
1603,43539473,3-Cl-AHPC,GOPC,All,pancan,0.218094,-1.23161,,,22,686,,
1604,43539474,3-Cl-AHPC,TMPRSS13,All,pancan,0.0410121,-2.04341,,,36,672,,
1605,43539475,3-Cl-AHPC,ARL16,All,pancan,0.85651,0.180819,,,14,694,,
1606,43539476,3-Cl-AHPC,C14orf93,All,pancan,0.0168297,-2.39041,,,13,695,,
1607,43539477,3-Cl-AHPC,ZSCAN21,All,pancan,0.987753,0.0153502,,,19,689,,
1608,43539478,3-Cl-AHPC,SKIDA1,All,pancan,0.925573,-0.0934161,,,24,684,,
1609,43539479,3-Cl-AHPC,CCND1,All,pancan,0.978707,-0.0266894,,,13,695,,
1610,43539480,3-Cl-AHPC,NFKB2,All,pancan,0.515549,-0.650222,,,18,690,,
1611,43539481,3-Cl-AHPC,NLGN2,All,pancan,0.0583007,-1.89343,,,27,681,,
1612,43539482,3-Cl-AHPC,ZBED4,All,pancan,0.161157,-1.40119,,,48,660,,
1613,43539483,3-Cl-AHPC,HOMEZ,All,pancan,0.674302,0.420251,,,18,690,,
1614,43539484,3-Cl-AHPC,CCDC63,All,pancan,0.128327,1.52073,,,44,664,,
1615,43539485,3-Cl-AHPC,IRF2,All,pancan,0.668576,0.428103,,,15,693,,
1616,43539486,3-Cl-AHPC,EVI2B,All,pancan,0.122784,-1.54319,,,13,695,,
1617,43539487,3-Cl-AHPC,RNF141,All,pancan,0.871082,0.162285,,,12,696,,
1618,43539488,3-Cl-AHPC,NOP58,All,pancan,0.418547,-0.808945,,,26,682,,
1619,43539489,3-Cl-AHPC,DDX54,All,pancan,0.491563,-0.687824,,,78,630,,
1620,43539490,3-Cl-AHPC,RASSF1,All,pancan,0.317792,0.999005,,,99,609,,
1621,43539491,3-Cl-AHPC,DPEP1,All,pancan,0.263886,-1.11725,,,27,681,,
1622,43539492,3-Cl-AHPC,HP1BP3,All,pancan,0.51801,-0.646415,,,19,689,,
1623,43539493,3-Cl-AHPC,NEFH,All,pancan,0.47327,-0.717168,,,68,640,,
1624,43539494,3-Cl-AHPC,DNPEP,All,pancan,0.172022,-1.36574,,,40,668,,
1625,43539495,3-Cl-AHPC,CBFA2T3,All,pancan,0.0010342,-3.28105,,,28,680,,
1626,43539496,3-Cl-AHPC,SLC22A8,All,pancan,0.769702,0.292764,,,56,652,,
1627,43539497,3-Cl-AHPC,CYP26A1,All,pancan,0.144775,1.45824,,,22,686,,
1628,43539498,3-Cl-AHPC,OSMR,All,pancan,0.109288,-1.6014,,,64,644,,
1629,43539499,3-Cl-AHPC,FKBP10,All,pancan,0.3139,-1.00707,,,30,678,,
1630,43539500,3-Cl-AHPC,MCM10,All,pancan,0.856215,-0.181195,,,53,655,,
1631,43539501,3-Cl-AHPC,MYO19,All,pancan,0.0718152,-1.80029,,,40,668,,
1632,43539502,3-Cl-AHPC,P2RY4,All,pancan,0.296266,-1.04447,,,30,678,,
1633,43539503,3-Cl-AHPC,RBM25,All,pancan,0.406205,0.830591,,,24,684,,
1634,43539504,3-Cl-AHPC,CCR2,All,pancan,0.153003,1.429,,,17,691,,
1635,43539505,3-Cl-AHPC,PHKG2,All,pancan,0.094769,1.67076,,,11,697,,
1636,43539506,3-Cl-AHPC,MBD3,All,pancan,0.922043,-0.097861,,,13,695,,
1637,43539507,3-Cl-AHPC,TIGD2,All,pancan,0.24449,-1.16384,,,22,686,,
1638,43539508,3-Cl-AHPC,IGSF1,All,pancan,0.411915,0.820529,,,51,657,,
1639,43539509,3-Cl-AHPC,XPOT,All,pancan,0.224103,-1.21569,,,51,657,,
1640,43539510,3-Cl-AHPC,ZMYM5,All,pancan,0.50086,-0.673138,,,32,676,,
1641,43539511,3-Cl-AHPC,NFATC2IP,All,pancan,0.643736,0.462481,,,20,688,,
1642,43539512,3-Cl-AHPC,MEFV,All,pancan,0.709948,-0.371926,,,87,621,,
1643,43539513,3-Cl-AHPC,GALNT1,All,pancan,0.346018,-0.94234,,,25,683,,
1644,43539514,3-Cl-AHPC,OR2L2,All,pancan,0.876798,-0.155029,,,72,636,,
1645,43539515,3-Cl-AHPC,ZFAT,All,pancan,0.221208,-1.22332,,,64,644,,
1646,43539516,3-Cl-AHPC,SAMD9,All,pancan,0.745154,-0.325035,,,80,628,,
1647,43539517,3-Cl-AHPC,GAS2L3,All,pancan,0.502716,0.670223,,,46,662,,
1648,43539518,3-Cl-AHPC,PM20D1,All,pancan,0.323662,-0.986961,,,24,684,,
1649,43539519,3-Cl-AHPC,CRLF1,All,pancan,0.553189,-0.592989,,,24,684,,
1650,43539520,3-Cl-AHPC,GRK2,All,pancan,0.0790388,-1.75629,,,21,687,,
1651,43539521,3-Cl-AHPC,STK33,All,pancan,0.736034,0.33711,,,24,684,,
1652,43539522,3-Cl-AHPC,ZFP62,All,pancan,0.115325,-1.5747,,,29,679,,
1653,43539523,3-Cl-AHPC,HOXC11,All,pancan,0.631748,0.479268,,,19,689,,
1654,43539524,3-Cl-AHPC,TXNRD1,All,pancan,0.325682,-0.982849,,,26,682,,
1655,43539525,3-Cl-AHPC,LDLR,All,pancan,0.335477,-0.96314,,,31,677,,
1656,43539526,3-Cl-AHPC,RHPN1,All,pancan,0.178913,-1.34411,,,34,674,,
1657,43539527,3-Cl-AHPC,EBF2,All,pancan,0.147866,-1.44711,,,25,683,,
1658,43539528,3-Cl-AHPC,ZNF30,All,pancan,0.210061,-1.2534,,,32,676,,
1659,43539529,3-Cl-AHPC,GABRD,All,pancan,0.288372,-1.0617,,,17,691,,
1660,43539530,3-Cl-AHPC,RAB3IL1,All,pancan,0.637275,0.471512,,,13,695,,
1661,43539531,3-Cl-AHPC,KCNC1,All,pancan,0.657928,0.442776,,,27,681,,
1662,43539532,3-Cl-AHPC,KRT18,All,pancan,0.672769,0.422351,,,14,694,,
1663,43539533,3-Cl-AHPC,WBP4,All,pancan,0.879812,0.151208,,,15,693,,
1664,43539534,3-Cl-AHPC,IGSF21,All,pancan,0.610945,-0.508725,,,42,666,,
1665,43539535,3-Cl-AHPC,NR1H3,All,pancan,0.600553,0.523605,,,30,678,,
1666,43539536,3-Cl-AHPC,TUBB4B,All,pancan,0.740957,-0.330586,,,11,697,,
1667,43539537,3-Cl-AHPC,ACTL6A,All,pancan,0.416687,0.812183,,,15,693,,
1668,43539538,3-Cl-AHPC,ZNF334,All,pancan,0.625864,0.487557,,,37,671,,
1669,43539539,3-Cl-AHPC,NDRG1,All,pancan,0.455424,-0.746403,,,20,688,,
1670,43539540,3-Cl-AHPC,OR4D5,All,pancan,0.566521,0.573183,,,38,670,,
1671,43539541,3-Cl-AHPC,TBC1D22B,All,pancan,0.863733,0.171624,,,15,693,,
1672,43539542,3-Cl-AHPC,KRT78,All,pancan,0.0818234,-1.7402,,,51,657,,
1673,43539543,3-Cl-AHPC,POMGNT1,All,pancan,0.493295,0.685078,,,21,687,,
1674,43539544,3-Cl-AHPC,HS6ST3,All,pancan,0.905532,-0.118676,,,23,685,,
1675,43539545,3-Cl-AHPC,KRTAP29-1,All,pancan,0.211345,-1.24988,,,12,696,,
1676,43539546,3-Cl-AHPC,NETO2,All,pancan,0.278068,-1.08467,,,20,688,,
1677,43539547,3-Cl-AHPC,HMCN1,All,pancan,0.0478759,-1.97847,,,244,464,,
1678,43539548,3-Cl-AHPC,CYP4F3,All,pancan,0.096644,1.66135,,,60,648,,
1679,43539549,3-Cl-AHPC,VRTN,All,pancan,0.401341,-0.839228,,,30,678,,
1680,43539550,3-Cl-AHPC,UGT2A1,All,pancan,0.422245,-0.802532,,,49,659,,
1681,43539551,3-Cl-AHPC,FAM72B,All,pancan,0.0634304,-1.85616,,,10,698,,
1682,43539552,3-Cl-AHPC,TOR1B,All,pancan,0.975701,0.0304585,,,11,697,,
1683,43539553,3-Cl-AHPC,SPC24,All,pancan,0.114264,1.57931,,,20,688,,
1684,43539554,3-Cl-AHPC,REG1B,All,pancan,0.591992,0.535951,,,17,691,,
1685,43539555,3-Cl-AHPC,HERC1,All,pancan,0.262638,-1.12018,,,111,597,,
1686,43539556,3-Cl-AHPC,BIRC7,All,pancan,0.415346,-0.814521,,,37,671,,
1687,43539557,3-Cl-AHPC,EPN3,All,pancan,0.036396,-2.09248,,,33,675,,
1688,43539558,3-Cl-AHPC,CNOT6,All,pancan,0.857369,-0.179724,,,24,684,,
1689,43539559,3-Cl-AHPC,SIGIRR,All,pancan,0.417983,0.809925,,,25,683,,
1690,43539560,3-Cl-AHPC,RBMXL3,All,pancan,0.490952,-0.688795,,,58,650,,
1691,43539561,3-Cl-AHPC,RTP5,All,pancan,0.785549,-0.272096,,,61,647,,
1692,43539562,3-Cl-AHPC,PCM1,All,pancan,0.786766,-0.270512,,,96,612,,
1693,43539563,3-Cl-AHPC,ASGR2,All,pancan,0.454694,-0.747613,,,19,689,,
1694,43539564,3-Cl-AHPC,CPA2,All,pancan,0.953054,-0.0588718,,,29,679,,
1695,43539565,3-Cl-AHPC,EOGT,All,pancan,0.371165,-0.894293,,,19,689,,
1696,43539566,3-Cl-AHPC,METAP1,All,pancan,0.579349,-0.554336,,,14,694,,
1697,43539567,3-Cl-AHPC,ZDHHC21,All,pancan,0.763852,-0.300426,,,13,695,,
1698,43539568,3-Cl-AHPC,KLRG1,All,pancan,0.10677,-1.61288,,,12,696,,
1699,43539569,3-Cl-AHPC,MAFA,All,pancan,0.619193,-0.496994,,,11,697,,
1700,43539570,3-Cl-AHPC,C16orf95,All,pancan,0.802041,-0.250707,,,10,698,,
1701,43539571,3-Cl-AHPC,TTK,All,pancan,0.0550897,-1.91817,,,66,642,,
1702,43539572,3-Cl-AHPC,CRACDL,All,pancan,0.655801,-0.445718,,,42,666,,
1703,43539573,3-Cl-AHPC,DNALI1,All,pancan,0.414691,0.815666,,,14,694,,
1704,43539574,3-Cl-AHPC,POM121L12,All,pancan,0.889493,-0.138946,,,51,657,,
1705,43539575,3-Cl-AHPC,SH2D2A,All,pancan,0.10842,-1.60534,,,24,684,,
1706,43539576,3-Cl-AHPC,KHK,All,pancan,0.64645,0.4587,,,16,692,,
1707,43539577,3-Cl-AHPC,NRSN2,All,pancan,0.506765,-0.663883,,,14,694,,
1708,43539578,3-Cl-AHPC,PMS2,All,pancan,0.353521,0.927781,,,55,653,,
1709,43539579,3-Cl-AHPC,FAAH2,All,pancan,0.75003,0.3186,,,33,675,,
1710,43539580,3-Cl-AHPC,ERGIC1,All,pancan,0.015398,-2.42288,,,12,696,,
1711,43539581,3-Cl-AHPC,ZSWIM8,All,pancan,0.510425,-0.658177,,,43,665,,
1712,43539582,3-Cl-AHPC,SLC27A3,All,pancan,0.150026,1.43944,,,86,622,,
1713,43539583,3-Cl-AHPC,SLAMF1,All,pancan,0.0549262,-1.91946,,,32,676,,
1714,43539584,3-Cl-AHPC,CLASRP,All,pancan,0.100379,-1.64302,,,27,681,,
1715,43539585,3-Cl-AHPC,CCR6,All,pancan,0.338553,0.957029,,,27,681,,
1716,43539586,3-Cl-AHPC,F2,All,pancan,0.0685351,-1.82147,,,22,686,,
1717,43539587,3-Cl-AHPC,ZNF138,All,pancan,0.697887,-0.388174,,,20,688,,
1718,43539588,3-Cl-AHPC,GLYR1,All,pancan,0.212099,-1.24781,,,33,675,,
1719,43539589,3-Cl-AHPC,RADIL,All,pancan,0.948619,0.0644416,,,94,614,,
1720,43539590,3-Cl-AHPC,CES5A,All,pancan,0.752335,0.315562,,,103,605,,
1721,43539591,3-Cl-AHPC,MAD2L1BP,All,pancan,0.555786,-0.589112,,,11,697,,
1722,43539592,3-Cl-AHPC,RRNAD1,All,pancan,0.430727,0.787949,,,14,694,,
1723,43539593,3-Cl-AHPC,ARFGEF3,All,pancan,0.457322,-0.743264,,,84,624,,
1724,43539594,3-Cl-AHPC,SOAT1,All,pancan,0.881078,-0.149603,,,16,692,,
1725,43539595,3-Cl-AHPC,MFAP3L,All,pancan,0.775582,0.285081,,,17,691,,
1726,43539596,3-Cl-AHPC,TMEM94,All,pancan,0.109282,-1.60143,,,53,655,,
1727,43539597,3-Cl-AHPC,ABCE1,All,pancan,0.576844,0.558001,,,18,690,,
1728,43539598,3-Cl-AHPC,OR51D1,All,pancan,0.0370885,2.08479,,,19,689,,
1729,43539599,3-Cl-AHPC,VN1R1,All,pancan,0.486357,0.696115,,,12,696,,
1730,43539600,3-Cl-AHPC,RB1,All,pancan,0.00172244,-3.13434,,,68,640,,
1731,43539601,3-Cl-AHPC,FOXK1,All,pancan,0.501686,-0.671839,,,38,670,,
1732,43539602,3-Cl-AHPC,MCOLN2,All,pancan,0.00988351,-2.57988,,,35,673,,
1733,43539603,3-Cl-AHPC,ADAL,All,pancan,0.214733,-1.24066,,,14,694,,
1734,43539604,3-Cl-AHPC,NR2F1,All,pancan,0.983152,-0.0211176,,,14,694,,
1735,43539605,3-Cl-AHPC,MYSM1,All,pancan,0.267947,-1.1078,,,16,692,,
1736,43539606,3-Cl-AHPC,NUCB1,All,pancan,0.482548,-0.702211,,,23,685,,
1737,43539607,3-Cl-AHPC,BRIP1,All,pancan,0.116712,-1.56872,,,61,647,,
1738,43539608,3-Cl-AHPC,RGL3,All,pancan,0.33743,0.959256,,,23,685,,
1739,43539609,3-Cl-AHPC,ALDH1A1,All,pancan,0.175829,1.35371,,,30,678,,
1740,43539610,3-Cl-AHPC,CNKSR2,All,pancan,0.520877,-0.641995,,,33,675,,
1741,43539611,3-Cl-AHPC,NHLRC3,All,pancan,0.180513,-1.33918,,,15,693,,
1742,43539612,3-Cl-AHPC,ERVW-1,All,pancan,0.673404,-0.42148,,,22,686,,
1743,43539613,3-Cl-AHPC,ZDHHC11,All,pancan,0.242319,-1.16921,,,58,650,,
1744,43539614,3-Cl-AHPC,TTC8,All,pancan,0.948005,-0.0652121,,,25,683,,
1745,43539615,3-Cl-AHPC,OR7G2,All,pancan,0.996102,-0.00488493,,,26,682,,
1746,43539616,3-Cl-AHPC,NTN1,All,pancan,0.968882,0.039011,,,17,691,,
1747,43539617,3-Cl-AHPC,HMCN2,All,pancan,0.851902,0.186692,,,128,580,,
1748,43539618,3-Cl-AHPC,TTC39A,All,pancan,0.37942,0.878966,,,22,686,,
1749,43539619,3-Cl-AHPC,TUBGCP2,All,pancan,0.647005,-0.457926,,,30,678,,
1750,43539620,3-Cl-AHPC,RCAN1,All,pancan,0.773744,0.287481,,,17,691,,
1751,43539621,3-Cl-AHPC,TMEM214,All,pancan,0.715937,0.363894,,,25,683,,
1752,43539622,3-Cl-AHPC,MAP4K3,All,pancan,0.928806,0.0893475,,,33,675,,
1753,43539623,3-Cl-AHPC,ERMP1,All,pancan,0.00765375,-2.66697,,,38,670,,
1754,43539624,3-Cl-AHPC,VPS37B,All,pancan,0.0342619,-2.11698,,,27,681,,
1755,43539625,3-Cl-AHPC,SLTM,All,pancan,0.951992,-0.0602055,,,30,678,,
1756,43539626,3-Cl-AHPC,RAB12,All,pancan,0.926798,0.0918738,,,10,698,,
1757,43539627,3-Cl-AHPC,RUNDC1,All,pancan,0.0377753,-2.07728,,,20,688,,
1758,43539628,3-Cl-AHPC,LRRC6,All,pancan,0.129027,1.51795,,,41,667,,
1759,43539629,3-Cl-AHPC,MAN1A1,All,pancan,0.755249,-0.311725,,,24,684,,
1760,43539630,3-Cl-AHPC,WRNIP1,All,pancan,0.899824,0.125884,,,30,678,,
1761,43539631,3-Cl-AHPC,KRT39,All,pancan,0.290698,-1.05659,,,21,687,,
1762,43539632,3-Cl-AHPC,PAF1,All,pancan,0.658449,0.442056,,,23,685,,
1763,43539633,3-Cl-AHPC,LCN1,All,pancan,0.839284,-0.202809,,,11,697,,
1764,43539634,3-Cl-AHPC,SULF1,All,pancan,0.13767,-1.48452,,,60,648,,
1765,43539635,3-Cl-AHPC,RCAN2,All,pancan,0.834481,-0.208958,,,18,690,,
1766,43539636,3-Cl-AHPC,PNMA5,All,pancan,0.824816,-0.221355,,,24,684,,
1767,43539637,3-Cl-AHPC,RLN1,All,pancan,0.371022,0.894561,,,24,684,,
1768,43539638,3-Cl-AHPC,TOP2B,All,pancan,0.287978,1.06257,,,42,666,,
1769,43539639,3-Cl-AHPC,STKLD1,All,pancan,0.80227,0.250411,,,44,664,,
1770,43539640,3-Cl-AHPC,GBA2,All,pancan,0.553893,-0.591936,,,38,670,,
1771,43539641,3-Cl-AHPC,CD58,All,pancan,0.264734,1.11527,,,14,694,,
1772,43539642,3-Cl-AHPC,STS,All,pancan,0.728719,-0.34683,,,26,682,,
1773,43539643,3-Cl-AHPC,CSGALNACT2,All,pancan,0.397974,-0.845244,,,23,685,,
1774,43539644,3-Cl-AHPC,MAGEA11,All,pancan,0.143756,-1.46195,,,23,685,,
1775,43539645,3-Cl-AHPC,MIPEP,All,pancan,0.69514,0.391889,,,34,674,,
1776,43539646,3-Cl-AHPC,DLG1,All,pancan,0.753129,0.314516,,,39,669,,
1777,43539647,3-Cl-AHPC,SETSIP,All,pancan,0.543054,-0.608201,,,45,663,,
1778,43539648,3-Cl-AHPC,TCP10L3,All,pancan,0.719972,0.358496,,,30,678,,
1779,43539649,3-Cl-AHPC,TEX55,All,pancan,0.387568,-0.864036,,,36,672,,
1780,43539650,3-Cl-AHPC,ATP6AP1,All,pancan,0.163195,-1.39441,,,11,697,,
1781,43539651,3-Cl-AHPC,TMEM81,All,pancan,0.906498,0.117457,,,16,692,,
1782,43539652,3-Cl-AHPC,POMZP3,All,pancan,0.195376,1.29484,,,172,536,,
1783,43539653,3-Cl-AHPC,CBX6,All,pancan,0.60351,0.51936,,,21,687,,
1784,43539654,3-Cl-AHPC,LACTBL1,All,pancan,0.680281,-0.41208,,,18,690,,
1785,43539655,3-Cl-AHPC,SRGAP2B,All,pancan,0.636657,0.472379,,,39,669,,
1786,43539656,3-Cl-AHPC,GLUL,All,pancan,0.603616,0.519208,,,25,683,,
1787,43539657,3-Cl-AHPC,DENND11,All,pancan,0.70167,0.383067,,,10,698,,
1788,43539658,3-Cl-AHPC,P3H4,All,pancan,0.390827,-0.858119,,,15,693,,
1789,43539659,3-Cl-AHPC,CTSF,All,pancan,0.96327,0.0460507,,,19,689,,
1790,43539660,3-Cl-AHPC,IQSEC2,All,pancan,0.234907,-1.18781,,,20,688,,
1791,43539661,3-Cl-AHPC,BLVRA,All,pancan,0.322724,-0.988875,,,13,695,,
1792,43539662,3-Cl-AHPC,INHBB,All,pancan,0.777558,-0.282502,,,18,690,,
1793,43539663,3-Cl-AHPC,AZGP1,All,pancan,0.973913,0.0327009,,,10,698,,
1794,43539664,3-Cl-AHPC,KCNC4,All,pancan,0.833818,-0.209807,,,30,678,,
1795,43539665,3-Cl-AHPC,MLH3,All,pancan,0.419448,-0.80738,,,87,621,,
1796,43539666,3-Cl-AHPC,OR7D2,All,pancan,0.377004,0.88343,,,40,668,,
1797,43539667,3-Cl-AHPC,VAC14,All,pancan,0.0424879,-2.02871,,,27,681,,
1798,43539668,3-Cl-AHPC,CTAGE9,All,pancan,0.918783,-0.101967,,,13,695,,
1799,43539669,3-Cl-AHPC,WDFY4,All,pancan,0.573378,-0.563084,,,121,587,,
1800,43539670,3-Cl-AHPC,PIGZ,All,pancan,0.531614,-0.625544,,,47,661,,
1801,43539671,3-Cl-AHPC,GH2,All,pancan,0.229309,1.20214,,,17,691,,
1802,43539672,3-Cl-AHPC,WDR72,All,pancan,0.0850508,-1.7221,,,69,639,,
1803,43539673,3-Cl-AHPC,OR2J3,All,pancan,0.21965,1.22746,,,14,694,,
1804,43539674,3-Cl-AHPC,POMT2,All,pancan,0.0852011,-1.72127,,,20,688,,
1805,43539675,3-Cl-AHPC,ADIPOQ,All,pancan,0.845506,-0.194855,,,22,686,,
1806,43539676,3-Cl-AHPC,EEF1AKNMT,All,pancan,0.574275,-0.561767,,,26,682,,
1807,43539677,3-Cl-AHPC,JAG2,All,pancan,0.155965,-1.41877,,,65,643,,
1808,43539678,3-Cl-AHPC,FOXN4,All,pancan,0.106425,1.61447,,,24,684,,
1809,43539679,3-Cl-AHPC,DUSP4,All,pancan,0.348184,0.938118,,,12,696,,
1810,43539680,3-Cl-AHPC,FOXP3,All,pancan,0.0675512,-1.82799,,,14,694,,
1811,43539681,3-Cl-AHPC,CALR3,All,pancan,0.886101,-0.143239,,,29,679,,
1812,43539682,3-Cl-AHPC,CCDC183,All,pancan,0.0945009,-1.67212,,,25,683,,
1813,43539683,3-Cl-AHPC,N6AMT1,All,pancan,0.749853,0.318833,,,24,684,,
1814,43539684,3-Cl-AHPC,KCNK6,All,pancan,0.243677,1.16584,,,39,669,,
1815,43539685,3-Cl-AHPC,TRIM50,All,pancan,0.326163,0.981872,,,26,682,,
1816,43539686,3-Cl-AHPC,H4C4,All,pancan,0.180007,-1.34073,,,10,698,,
1817,43539687,3-Cl-AHPC,CCDC62,All,pancan,0.699176,0.386432,,,36,672,,
1818,43539688,3-Cl-AHPC,OSGEP,All,pancan,0.000919646,-3.31402,,,12,696,,
1819,43539689,3-Cl-AHPC,TTLL1,All,pancan,0.483679,-0.700398,,,17,691,,
1820,43539690,3-Cl-AHPC,GPR75,All,pancan,0.206186,1.26412,,,29,679,,
1821,43539691,3-Cl-AHPC,ARPC1A,All,pancan,0.409239,-0.825233,,,17,691,,
1822,43539692,3-Cl-AHPC,KRTAP25-1,All,pancan,0.143132,1.46423,,,15,693,,
1823,43539693,3-Cl-AHPC,OPLAH,All,pancan,0.00590254,-2.75315,,,71,637,,
1824,43539694,3-Cl-AHPC,SIRPB2,All,pancan,0.0985258,-1.65204,,,24,684,,
1825,43539695,3-Cl-AHPC,USP48,All,pancan,0.276883,-1.08735,,,30,678,,
1826,43539696,3-Cl-AHPC,IDO1,All,pancan,0.811674,0.238267,,,17,691,,
1827,43539697,3-Cl-AHPC,DMKN,All,pancan,0.604563,-0.51785,,,24,684,,
1828,43539698,3-Cl-AHPC,OMP,All,pancan,0.412373,-0.819725,,,16,692,,
1829,43539699,3-Cl-AHPC,ZNF844,All,pancan,0.911284,-0.11142,,,105,603,,
1830,43539700,3-Cl-AHPC,IDH1,All,pancan,0.738623,-0.333678,,,15,693,,
